Id,Name,Categories,Last_modified,Modified_by
5901491200441,Szarlotka jabłka prażone z morelami – prospona – 900g,['Jabłka prażone'],1764700717,['OFF']
5901882313767,"Przekąska snack original łagodna – VIFON,TAN-VIET – 50 g","['Przekąski', 'Słone przekąski']",1764700717,['OFF']
5905118012851,Zielony groszek z chili – Asia Flavours,"['Przekąski', 'Słone przekąski']",1764700717,['OFF']
5905118012844,Zielony groszek z wasabi – Asia flavours – 26 g,"['Przekąski', 'Słone przekąski']",1764700717,['OFF']
5900535019421,Łomża radler 0.0% grapefruit – Łomża,"['Napoje', 'Napoje bezalkoholowe', 'Piwa bezalkoholowe']",1764700717,['OFF']
5900751003778,Hamburger – Yano,['Mięsa drobiowe'],1764700717,['OFF']
5902050006429,"INNE malina – Ice Mastry,INNE – 100 g","['Desery', 'Mrożonki', 'Mrożone desery', 'Lody i sorbety', 'Lody']",1764700717,['OFF']
2067667977715,Pestki dyni bez łupiny – Bakaliowy SNACK – 200 g,"['Produkty roślinne', 'Nasiona', 'Produkty z dyni i cukinii', 'Nasiona dyni']",1764700717,['OFF']
3517736591117,Boczek Lardons – Carrefour – 150 g,"['Produkty mięsne', 'Mięsa', 'Wieprzowina i produkty pochodne', 'Wieprzowina', 'Boczek']",1764700717,['OFF']
5900102027675,Żelki travelki – Fresh&Fruity – 80 g,"['Przekąski', 'Słodkie przekąski', 'Cukierki', 'Żelki']",1764700717,['OFF']
5900749020039,sunflower seeds – Bakalland – 100g,"['Produkty roślinne', 'Nasiona', 'Nasiona słonecznika']",1764700717,['OFF']
5903246568431,Żelki malinowe – Haps!,['Wyroby cukiernicze'],1764700717,['OFF']
5900394010423,Języki cukierki,"['Przekąski', 'Słodkie przekąski', 'Produkty cukiernicze', 'Cukierki']",1764700717,['OFF']
0044330017468,"Naturalna woda mineralna – Alcalia – 1,5l","['Napoje', 'Wody', 'Wody źródlane', 'Wody mineralne']",1764700717,['OFF']
28072256,Mieszanka warzyw suszonych – Le Gusto – 300g,['Przyprawy'],1764700717,['OFF']
28065548,Kefir śmietankowy – Sontner – 250g,"['Nabiał', 'Produkty fermentowane', 'Produkty mleczne fermentowane', 'Desery', 'Desery mleczne', 'Desery mleczne fermentowane', 'Jogurty', 'Jogurty owocowe', 'Kefiry']",1764700717,['OFF']
5010102244122,Elderflower tonic water – BritviC – 330 ml,"['Napoje', 'Napoje gazowane', 'Toniki']",1764700717,['OFF']
5900334019981,Sok z czarnej porzeczki – Tymbark – 1l,"['Produkty roślinne', 'Napoje', 'Napoje roślinne', 'Napoje owocowe', 'Soki i nektary', 'Soki owocowe']",1764700717,['OFF']
5902533400140,Pasztet ze szczypiorkiem – Zyguła – 100g,"['Produkty mięsne', 'Przetwory mięsne', 'Wędliny', 'Pasztety', 'Pasztety z wieprzowiny']",1764700717,['OFF']
5901483001629,Herbata malina z lipą – Biofix – 40g,"['Produkty roślinne', 'Napoje', 'Napoje gorące', 'Napoje roślinne', 'Herbaty']",1764700717,['OFF']
0971400661002,Herbata czerwona Pu-Erh o smaku cytrynowym – Big-Active – 100g,"['Produkty roślinne', 'Napoje', 'Napoje gorące', 'Napoje roślinne', 'Herbaty', 'Herbaty czerwone']",1764700717,['OFF']
5902340970812,Morwa biała – look food – 70g,"['Produkty roślinne', 'Napoje', 'Napoje gorące', 'Napoje roślinne', 'Herbaty', 'Herbaty ziołowe']",1764700717,['OFF']
4002442813480,Thunfisch z soją – La Miranda – 185g,"['Owoce morza', 'Ryby i produkty pochodne', 'Konserwy', 'Ryby', 'Tłuste ryby', 'Konserwy rybne', 'Tuńczyki', 'Tuńczyki w puszce']",1764700717,['OFF']
5902180630112,3 lekkie wafelki – Sonko – 36g,"['Przekąski', 'Słodkie przekąski', 'Ciastka i ciasta', 'Herbatniki', 'Wyroby piekarnicze', 'Gofry']",1764700717,['OFF']
28036210,Orzeszki ziemne – Trader Joe's,"['Produkty roślinne', 'Rośliny strączkowe i produkty pochodne', 'Rośliny strączkowe', 'Orzechy i produkty pochodne', 'Orzechy', 'Orzeszki ziemne']",1764700717,['OFF']
8585002465382,"Soczysta pierś z kurczaka – Winiary,Nestlé – 23,7 g","['Przyprawy', 'Mieszanki ziół i przypraw']",1764700717,['OFF']
8720182102638,FIX Smaki Świata - ryż z grzybami po hiszpańsku – Unilever – 33 g,"['Przyprawy', 'Suszone produkty', 'Suszone produkty do namaczania', 'Sosy', 'Odwodnione sosy']",1764700717,['OFF']
5907516809545,Chleb żytni z ziarnami – Piekarnia Włodek – 350g,"['Produkty roślinne', 'Chleby', 'Chleby krojone']",1764700717,['OFF']
5904378880255,Podgrzybek marynowany – Devaldano,"['Produkty roślinne', 'Konserwy', 'Produkty na bazie warzyw i owoców', 'Konserwy roślinne', 'Produkty na bazie warzyw', 'Grzyby i produkty pochodne', 'Grzyby', 'Grzyby w puszce']",1764700717,['OFF']
